Wavelength (nm);% Transmission;% Reflectance
412;0.107617803;98.94669724
413;0.159290795;98.82714462
414;0.210375337;99.07421494
415;0.196916707;98.83176423
416;0.26375068;98.98744965
417;0.173503235;99.01610565
418;0.128952537;98.89001084
419;0.296565429;98.91911316
420;0.275766038;98.89432144
421;0.308340505;98.90516282
422;0.556806416;98.97579194
423;0.366923832;98.86010361
424;0.296376013;98.8140831
425;0.15746611;98.88518143
426;0.196238857;98.88957596
427;0.238759402;98.77601242
428;0.301254228;98.75703812
429;0.381968208;98.70689774
430;0.323710176;98.79449845
431;0.244842727;98.85044098
432;0.261599109;99.00239945
433;0.102204118;98.95707322
434;0.162337855;98.98199463
435;0.110184958;99.11559677
436;0.083807229;99.02611542
437;0.12246182;99.11071396
438;0.017131495;99.14912034
439;0.075617844;99.10708618
440;0.103585225;99.06398392
441;0.107747592;99.08805847
442;0.027449267;99.13394547
443;0.03690815;98.99041748
444;0.031076488;98.98082352
445;0.029524029;99.09848022
446;0.062656796;99.00334549
447;0.104867802;98.96955109
448;0.111626618;99.03546524
449;0.064497433;98.99108124
450;0.118607112;98.94558335
451;0.234978043;98.91279602
452;0.262935374;98.79887772
453;0.386343204;98.65294648
454;0.420103516;98.5632515
455;0.622034114;98.3868866
456;0.859868701;98.1784668
457;1.360740034;97.62738419
458;2.463050033;96.62639236
459;4.633149553;94.47113419
460;8.700814762;90.51527786
461;14.14297893;84.72729111
462;21.53011866;77.37780381
463;29.55225004;69.38570595
464;37.09852624;61.89419175
465;44.25822163;54.72132397
466;51.67819977;47.30000973
467;60.45512581;38.67156005
468;70.2677536;28.80381334
469;80.19617081;18.86447382
470;88.19541168;10.76721609
471;93.36370468;5.754358022
472;95.87109375;3.11883089
473;96.65044403;2.325155288
474;96.81758499;2.256031394
475;96.86851501;2.160581291
476;96.80504609;2.267456651
477;96.69703293;2.287405193
478;96.62823486;2.434374988
479;96.56887055;2.511488796
480;96.50856781;2.508854509
481;96.59949494;2.486439944
482;96.55524826;2.498434186
483;96.58966065;2.42519939
484;96.52245712;2.557165682
485;96.3963089;2.61818862
486;96.35203934;2.648188829
487;96.37861633;2.663155914
488;96.46004487;2.608793974
489;96.5290184;2.54696393
490;96.63635254;2.303929806
491;96.83687973;2.188416839
492;96.95389176;2.101211548
493;97.08972931;2.012084127
494;97.04023362;2.042542458
495;97.01929093;2.060666323
496;96.93213654;2.128999889
497;96.87993241;2.138942778
498;96.9065857;2.184837282
499;96.95037079;2.165595859
500;97.03140259;2.024202615
501;97.04418183;1.970447332
502;97.1019249;1.971049875
503;97.06745911;1.956233487
504;97.02346039;2.107687772
505;96.85863495;2.192975283
506;96.7667656;2.249744088
507;96.72315979;2.359385491
508;96.76106644;2.282016993
509;96.83248902;2.230033428
510;96.91262818;2.138889119
511;97.04587555;2.058167711
512;97.11005402;1.997332961
513;97.13281632;1.937498048
514;97.05522156;1.95607242
515;97.01844406;2.092911363
516;96.87566376;2.151716203
517;96.88513565;2.166855812
518;96.88710022;2.209777951
519;96.8878746;2.163713932
520;96.96287155;2.113321692
521;97.06857682;2.047747702
522;97.08143997;2.010314092
523;97.04302979;2.019223377
524;96.93088913;2.111723632
525;96.85957337;2.245397449
526;96.69076157;2.373714835
527;96.56698609;2.463281125
528;96.51377106;2.554170013
529;96.48970032;2.558508784
530;96.55749893;2.509566307
531;96.65891266;2.407535851
532;96.77341462;2.281129599
533;96.90320206;2.160483599
534;96.99221802;2.059686244
535;97.07134629;2.065627367
536;97.02248765;2.056280539
537;96.94567871;2.061843008
538;96.82442856;2.175931648
539;96.79509735;2.313642174
540;96.70354843;2.337857023
541;96.62942505;2.431871921
542;96.59597016;2.475559741
543;96.58464432;2.465256811
544;96.67527771;2.428528696
545;96.69241715;2.361644805
546;96.77512742;2.35563083
547;96.83604432;2.254212484
548;96.84154129;2.247754827
549;96.86740494;2.176452324
550;96.88924027;2.208712444
551;96.86314011;2.205266603
552;96.84505081;2.213593022
553;96.80794907;2.299032838
554;96.74396134;2.290395573
555;96.76747513;2.297336862
556;96.75326538;2.311411515
557;96.75838471;2.293066621
558;96.76658631;2.27692692
559;96.80496216;2.222264968
560;96.8230629;2.240598403
561;96.8692894;2.20990023
562;96.83023835;2.208370298
563;96.87356568;2.242034302
564;96.80562592;2.273221136
565;96.7901535;2.305890769
566;96.70814515;2.381886378
567;96.60738373;2.470656544
568;96.54099274;2.529344082
569;96.48497391;2.557101622
570;96.4362526;2.619272993
571;96.35280609;2.642778024
572;96.40723801;2.668972478
573;96.41650391;2.636122689
574;96.4107666;2.648355395
575;96.45559311;2.641103775
576;96.48774338;2.610526979
577;96.48268891;2.543861121
578;96.59280014;2.520453245
579;96.45933533;2.538366497
580;96.52088547;2.529742867
581;96.57193756;2.497421593
582;96.53744507;2.478864208
583;96.57596207;2.514354512
584;96.54083252;2.43464379
585;96.60493088;2.407039076
586;96.66046906;2.385222107
587;96.77030945;2.299942732
588;96.80839539;2.250021041
589;96.84043122;2.172034547
590;96.90573502;2.117741794
591;96.99337387;2.054146737
592;96.95095444;2.079281062
593;96.95065308;2.05102633
594;96.9084282;2.088304475
595;96.83814621;2.221498586
596;96.74433518;2.246266499
597;96.71135712;2.319496788
598;96.58572388;2.437472001
599;96.56622696;2.452189565
600;96.52305985;2.515084103
601;96.48310471;2.546703369
602;96.4911728;2.524524376
603;96.52705765;2.555615083
604;96.52791596;2.521223814
605;96.54420472;2.517027945
606;96.56491471;2.489998892
607;96.62170029;2.450932935
608;96.60422516;2.491434723
609;96.60437394;2.491270654
610;96.54322434;2.564063371
611;96.47154999;2.610111796
612;96.47310639;2.677586515
613;96.38643647;2.714799542
614;96.34590912;2.773563147
615;96.32563401;2.766524859
616;96.3673668;2.769094542
617;96.35281754;2.762598247
618;96.41035843;2.704033882
619;96.47883225;2.653398753
620;96.55714035;2.57157664
621;96.63142014;2.487122342
622;96.72552109;2.365930543
623;96.81711578;2.34275128
624;96.81469345;2.263749108
625;96.87118149;2.243366465
626;96.80466461;2.263324097
627;96.77653885;2.328794912
628;96.66051483;2.419500232
629;96.61166764;2.484274053
630;96.49534607;2.600426376
631;96.40510941;2.668887437
632;96.31427765;2.773684249
633;96.27466584;2.865925596
634;96.21044159;2.913947776
635;96.16622925;2.908565104
636;96.21484757;2.935744405
637;96.21448517;2.902695388
638;96.26805115;2.861336053
639;96.34141541;2.77802223
640;96.37169647;2.707544923
641;96.43619919;2.663764477
642;96.46141053;2.638144374
643;96.47949982;2.597873628
644;96.47970963;2.632374764
645;96.50618744;2.613012433
646;96.442379;2.682575703
647;96.38866806;2.732986391
648;96.31556702;2.842834086
649;96.17450714;2.906646997
650;96.1632309;3.004223705
651;96.05277252;3.06788148
652;96.01222992;3.14903298
653;95.98241044;3.192357079
654;95.94172669;3.233733192
655;95.98859406;3.171198733
656;95.93049622;3.1505588
657;96.04350281;3.134445101
658;96.0739975;3.147968993
659;96.13304139;3.00937555
660;96.183918;2.969121606
661;96.2306366;2.939701393
662;96.34543991;2.885801733
663;96.37826539;2.826945558
664;96.41187668;2.773597822
665;96.43203736;2.714247912
666;96.51608277;2.686388016
667;96.52936173;2.682134361
668;96.52398682;2.702066571
669;96.50427628;2.661792487
670;96.55341721;2.716056943
671;96.50803757;2.679438055
672;96.58805466;2.700465948
673;96.5729332;2.648937702
674;96.5940094;2.663682491
675;96.64451981;2.640561119
676;96.66788102;2.59408784
677;96.66373062;2.560058504
678;96.70661545;2.560002446
679;96.70664215;2.556105703
680;96.76723099;2.516300038
681;96.74648667;2.494667411
682;96.80313111;2.481722117
683;96.75988388;2.400858253
684;96.81618118;2.434124575
685;96.80967331;2.439515323
686;96.85261155;2.438503206
687;96.83523178;2.349154666
688;96.83018494;2.402991742
689;96.83453751;2.391126201
690;96.92184067;2.432907373
691;96.88226318;2.391154781
692;96.88824845;2.393121988
693;96.96478272;2.327640668
694;96.94448471;2.325332299
695;96.93855668;2.282971204
696;96.98494721;2.325428933
697;97.06964112;2.228248016
698;97.02544022;2.27260755
699;96.97255326;2.24800545
700;96.95324708;2.305287511
701;96.96658707;2.316576332
702;96.90591812;2.355997175
703;96.8922081;2.421111197
704;96.79841614;2.427584648
705;96.78006745;2.56876567
706;96.70860291;2.548913151
707;96.65751648;2.605051518
708;96.66941834;2.618876159
709;96.52056503;2.733817265
710;96.50519944;2.746806324
711;96.51496888;2.7520203
712;96.53235245;2.738917873
713;96.52319718;2.742749676
714;96.62715531;2.676435456
715;96.6327591;2.674501107
716;96.69730377;2.64338103
717;96.72887421;2.572143629
718;96.8130188;2.599429414
719;96.82471466;2.523856863
720;96.70856094;2.415462882
721;96.83134461;2.342551544
722;96.83843994;2.285600111
723;96.83586502;2.337493092
724;96.82692719;2.334280313
725;96.80978394;2.409633488
726;96.87015152;2.359956861
727;96.74023819;2.423827857
728;96.74701309;2.501250953
729;96.70861054;2.52460599
730;96.66104508;2.569823087
731;96.61024475;2.576602698
732;96.58693695;2.553900048
733;96.55235291;2.653502762
734;96.5142746;2.66457975
735;96.54949189;2.654327795
736;96.58735276;2.605618999
737;96.62431717;2.650328398
738;96.67106629;2.580510974
739;96.70880509;2.529634655
740;96.77255631;2.500234887
741;96.82685471;2.407148704
742;96.8567276;2.380804301
743;96.92134858;2.244240225
744;96.8855629;2.256150961
745;96.92048264;2.294551462
746;96.87828827;2.325018943
747;96.92587662;2.315466881
748;96.83916092;2.373342812
749;96.80723191;2.379505575
750;96.71785737;2.483312041
751;96.67952347;2.589732409
752;96.60744095;2.640706003
753;96.52288819;2.724562943
754;96.46204377;2.766997815
755;96.41321564;2.826640815
756;96.31814575;2.899508953
757;96.27928543;2.918011546
758;96.28824234;2.896119446
759;96.37667084;2.952580988
760;96.34408951;2.839809865
761;96.32085419;2.846511066
762;96.44755173;2.786015168
763;96.49340439;2.758451939
764;96.60014343;2.679503978
765;96.73455811;2.548240319
766;96.81039048;2.467497572
767;96.83724594;2.389740199
768;96.9454155;2.39975062
769;97.03912354;2.211850912
770;97.02426529;2.12547341
771;97.10192871;2.118951112
772;97.05823135;2.147427559
773;97.0509491;2.184019208
774;97.12995148;2.153671325
775;97.00028229;2.25089556
776;96.92356491;2.345866263
777;96.87284851;2.39293021
778;96.78115845;2.488239348
779;96.71227264;2.562101722
780;96.59814453;2.606817663
781;96.60155869;2.655745745
782;96.58831787;2.695915997
783;96.56101227;2.768838167
784;96.49813843;2.730675936
785;96.5028801;2.704917372
786;96.54747391;2.709136963
787;96.59073258;2.669849992
788;96.73041535;2.587020397
789;96.74202729;2.461136401
790;96.8646698;2.404517174
791;96.8999176;2.313281715
792;96.94330978;2.276196957
793;96.95874787;2.269112349
794;96.96593475;2.272094786
795;96.95751572;2.269824207
796;96.90483856;2.314333499
797;96.85833359;2.481709838
798;96.68987275;2.560766459
799;96.5198555;2.751175523
800;96.27881241;3.004377008
801;96.01546478;3.215772748
802;95.76593781;3.534403801
803;95.43975449;3.774995804
804;95.15362168;4.037807822
805;94.91458512;4.275795937
806;94.6938324;4.542902231
807;94.4590149;4.80779171
808;94.31926346;5.001182318
809;94.12439728;5.139891625
810;94.0365944;5.28929925
811;93.98110581;5.304069996
812;93.97655869;5.253216505
813;94.05519104;5.230219841
814;94.15981674;5.056984425
815;94.33159638;4.923534871
816;94.53665543;4.755615115
817;94.65885163;4.567488551
818;94.89118958;4.376538873
819;95.15546417;4.153987647
820;95.31818772;3.970015646
821;95.45658112;3.812951922
822;95.54529572;3.691786289
823;95.60303879;3.643201828
824;95.62570572;3.655102373
825;95.43628693;3.777060509
826;95.3226738;3.955306769
827;94.98081971;4.277878881
828;94.62433243;4.657831431
829;94.15145874;5.08132124
830;93.63337708;5.577362538
831;93.07664872;6.203861475
832;92.5239296;6.759776116
833;91.80541992;7.392578125
834;91.17155457;8.094992399
835;90.56614304;8.672051906
836;89.93646241;9.256576777
837;89.35793686;9.87737179
838;88.88251877;10.3601644
839;88.40903473;10.78995085
840;88.10722733;11.15383196
841;87.85899353;11.38201428
842;87.71367645;11.53453827
843;87.62763214;11.60182142
844;87.72681427;11.51440334
845;87.91471863;11.29430318
846;88.19120407;11.07099485
847;88.49801636;10.72645354
848;88.93264008;10.30130982
849;89.42226029;9.797409535
850;89.94184494;9.278656245
851;90.50488282;8.721561434
852;91.04622269;8.204757928
853;91.5934906;7.655934098
854;92.07938385;7.169319869
855;92.47406769;6.756067872
856;92.78640366;6.42038846
857;93.00566483;6.212656737
858;93.10884858;6.11025691
859;93.07233811;6.142632962
860;92.88719559;6.301522017
861;92.60963059;6.618643523
862;92.16128922;7.037654639
863;91.60979462;7.589008095
864;90.96052552;8.204085588
865;90.24024964;8.953368665
866;89.43994522;9.749887229
867;88.65395737;10.53714871
868;87.8177681;11.37449527
869;87.0226326;12.17694759
870;86.23645401;12.94232869
871;85.55004502;13.63964128
872;84.88169861;14.27191734
873;84.39618683;14.80089855
874;83.98588181;15.22349882
875;83.65687561;15.52781868
876;83.50654984;15.69016647
877;83.43019867;15.7395134
878;83.54351044;15.63610125
879;83.77683258;15.44630003
880;84.09747696;15.10028887
881;84.58648682;14.62711668
882;85.17843247;14.02557039
883;85.83258057;13.38791633
884;86.62831497;12.60649538
885;87.45121765;11.75933433
886;88.29824829;10.91803074
887;89.15637589;10.06627607
888;90.00349427;9.202003718
889;90.82359696;8.413434267
890;91.5164795;7.677438972
891;92.16482163;7.034214618
892;92.66765976;6.545103192
893;92.9859581;6.229447723
894;93.1320076;6.052784086
895;93.14076615;6.06269753
896;92.91896439;6.258690715
897;92.57457733;6.627654553
898;91.99048615;7.180216788
899;91.35500717;7.851342914
900;90.50931931;8.677719833
901;89.60180283;9.606031657
902;88.62055588;10.56309771
903;87.56178665;11.62005901
904;86.50020981;12.67755985
905;85.51330185;13.67825317
906;84.53064347;14.65485048
907;83.62017441;15.57806444
908;82.81718064;16.37607861
909;82.10632324;17.09367943
910;81.49687195;17.6996398
911;81.03946305;18.14897585
912;80.7536583;18.4596963
913;80.57726288;18.62515879
914;80.5711937;18.63618994
915;80.71526337;18.50754738
916;81.00609207;18.21196652
917;81.43389511;17.7830677
918;82.01766205;17.22808409
919;82.67534256;16.54052258
920;83.47449875;15.73617697
921;84.38801956;14.87621355
922;85.33550644;13.90319443
923;86.34922409;12.89258384
924;87.31098938;11.93214178
925;88.29117584;10.95275641
926;89.19600678;10.04023623
927;90.0024643;9.249500274
928;90.64502335;8.57434058
929;91.15928269;8.066009045
930;91.45056534;7.771972178
931;91.54563904;7.682179449
932;91.36645508;7.833586456
933;91.00534439;8.208367349
934;90.39656449;8.813489201
935;89.56572723;9.636532543
936;88.55799485;10.65317416
937;87.37899399;11.80556273
938;86.11292267;13.09755302
939;84.69279862;14.51178646
940;83.26145554;15.93139029
941;81.76197815;17.43726396
942;80.28437805;18.91711474
943;78.91183091;20.30542946
944;77.52825547;21.67954445
945;76.25218964;22.97499895
946;75.08448792;24.12352848
947;74.04794693;25.18401909
948;73.11828614;26.09836483
949;72.38831902;26.8343525
950;71.77693749;27.43143749
951;71.36634064;27.88458633
952;71.10047722;28.14372635
953;70.98846818;28.24305153
954;71.07221413;28.16902829
955;71.32317162;27.92608929
956;71.74070358;27.51158047
957;72.32133865;26.93962002
958;73.09539795;26.18991757
959;73.92564392;25.33847428
960;74.97140884;24.29374981
961;76.13894272;23.15852833
962;77.29331208;22.00207234
963;78.56477356;20.73198796
964;79.80807496;19.4760933
965;81.02456666;18.2640028
966;82.19430542;17.10065604
967;83.26018143;16.03679085
968;84.08368683;15.19666433
969;84.74265289;14.5371871
970;85.12877274;14.11382914
971;85.28963471;13.96178818
972;85.13755417;14.08267355
973;84.74855423;14.50182867
974;84.03668213;15.1695447
975;83.14413834;16.08660936
976;81.9860878;17.2437005
977;80.63560868;18.59799671
978;79.16493225;20.05039406
979;77.51704407;21.71120501
980;75.82165528;23.42360973
981;74.11852264;25.1129489
982;72.3613205;26.86224842
983;70.61211586;28.62446022
984;68.95143509;30.28241968
985;67.29643822;31.95663834
986;65.70460701;33.55469608
987;64.25722504;34.97908116
988;62.92045021;36.33908463
989;61.6658535;37.61024666
990;60.56638718;38.69468689
991;59.57301903;39.70984745
992;58.72588539;40.56173992
993;58.021904;41.24303627
994;57.49090004;41.79001904
995;57.09992409;42.18819809
996;56.87558365;42.40972805
997;56.83539772;42.48815823
998;56.93100739;42.36396504
999;57.22606659;42.10056591
1000;57.65294075;41.64779377
1001;58.29089928;41.02072334
1002;59.1012249;40.21281243
1003;60.05545807;39.26980782
1004;61.20074272;38.11671067
1005;62.52952957;36.80459881
1006;63.8884697;35.4219389
1007;65.42155648;33.90777207
1008;67.01437569;32.31732655
1009;68.58377839;30.74782658
1010;70.17634583;29.13888359
1011;71.71735001;27.59298706
1012;73.05874252;26.25687504
1013;74.22580338;25.07028484
1014;75.18555832;24.11687565
1015;75.85964966;23.43080044
1016;76.25428009;23.02208615
1017;76.38042831;22.90292645
1018;76.2032013;23.07341862
1019;75.7662468;23.4782486
1020;75.11351776;24.1492815
1021;74.26035309;24.99957753
1022;73.27202416;25.98672867
1023;72.13656807;27.13390303
1024;70.8848114;28.37030887
1025;69.63495255;29.63034868
1026;68.30724526;30.9715867
1027;66.92356301;32.34479427
1028;65.59960366;33.68328905
1029;64.21756745;35.08775997
1030;62.79865837;36.48711396
1031;61.50226593;37.83038903
1032;60.12763787;39.17435122
1033;58.84823609;40.4930029
1034;57.56943798;41.74938107
1035;56.37581348;42.95697117
1036;55.19984723;44.12561894
1037;54.12630463;45.19572067
1038;53.16620922;46.1725626
1039;52.26299191;47.07118416
1040;51.48252678;47.86515523
1041;50.81392098;48.53875828
1042;50.24766159;49.09683609
1043;49.83658886;49.52458954
1044;49.56513501;49.78303528
1045;49.45146466;49.93180657
1046;49.48480129;49.86469269
1047;49.70152092;49.66697312
1048;50.12609864;49.26180267
1049;50.72652054;48.65222168
1050;53.4922638;45.92845726
1051;54.53003121;44.90946961
1052;55.73886109;43.70253563
1053;57.07210732;42.37583924
1054;58.50455857;40.92800141
1055;60.08214951;39.37281036
1056;61.63014031;37.79674339
1057;63.17423821;36.25123024
1058;64.71810532;34.7086792
1059;66.09369469;33.27982617
1060;67.35703278;32.00403405
1061;68.4553032;30.91040802
1062;69.28894425;30.02941895
1063;69.87266922;29.44577313
1064;70.18864441;29.07948876
1065;70.2733574;29.00450707
1066;70.08611679;29.13798809
1067;69.68311882;29.53978062
1068;69.11001015;30.11440278
1069;68.38806153;30.80256748
1070;67.60365105;31.61724282
1071;66.71742821;32.47909165
1072;65.84607315;33.36432314
1073;64.9756527;34.24063635
1074;64.12512398;35.09341908
1075;63.33739472;35.88225317
1076;62.60406685;36.62549782
1077;61.89389706;37.3297267
1078;61.25478363;37.99230599
1079;60.64042091;38.62578893
1080;60.01237488;39.26951862
1081;59.40718937;39.87640357
1082;58.83356095;40.46108627
1083;58.22860146;41.08565498
1084;57.60569191;41.70320821
1085;57.03472328;42.30527568
1086;56.41292191;42.92616463
1087;55.81824875;43.53195763
1088;55.25627899;44.08853293
1089;54.74425316;44.61334515
1090;54.29581452;45.09059668
1091;53.90778351;45.4537983
1092;53.64105892;45.76988888
1093;53.49044609;45.91725636
1094;53.51900291;45.90236092
1095;53.72048187;45.70449162
1096;54.15291405;45.29052735
1097;54.80173874;44.63992882
1098;55.71053124;43.76516152
1099;56.86312104;42.6247654
1100;58.21007538;41.28963662
1101;59.6742878;39.81908703
1102;61.24199105;38.23459339
1103;62.84217263;36.64572335
1104;64.23733139;35.2078495
1105;65.48973656;33.93740082
1106;66.38889694;32.99991512
1107;66.83767319;32.54415512
1108;66.78805161;32.53796196
1109;66.22069168;33.06847954
1110;65.15249634;34.07992173
1111;63.6488533;35.59390831
1112;61.66627121;37.5322094
1113;59.479002;39.70579911
1114;57.13970375;42.03001595
1115;54.69559479;44.48347759
1116;52.33506775;46.8205595
1117;50.09806061;49.09409523
1118;48.05507279;51.15651703
1119;46.2801075;52.95255948
1120;44.79078293;54.46463013
1121;43.53831959;55.71527672
1122;42.51642799;56.75003624
1123;41.75367737;57.54341412
1124;41.12877703;58.172328
1125;40.66699267;58.63290787
1126;40.33654022;58.94865513
1127;40.12036967;59.22085953
1128;39.93204737;59.36262989
1129;39.86049676;59.46648407
1130;39.81186437;59.50728321
1131;39.82113028;59.52182198
1132;39.8499012;59.45552445
1133;39.91100264;59.39311791
1134;40.02057827;59.31212712
1135;40.13421833;59.19069672
1136;40.26464164;59.06206513
1137;40.42415631;58.90193558
1138;40.60141111;58.71751309
1139;40.78336489;58.55274963
1140;40.95788073;58.3442297
1141;41.15672231;58.15711594
1142;41.3408159;57.96971608
1143;41.51581347;57.79127026
1144;41.67906588;57.63758469
1145;41.77071792;57.54127121
1146;41.82603759;57.49081612
1147;41.78835726;57.53192711
1148;41.65285641;57.64497566
1149;41.41349679;57.89878559
1150;40.9754048;58.31709862
1151;40.43842256;58.86844921
1152;39.70447326;59.64238548
1153;38.76269403;60.57503128
1154;37.67434245;61.69412041
1155;36.34327624;63.00555611
1156;34.80294734;64.56003094
1157;33.15831861;66.23547173
1158;31.38270053;68.03166199
1159;29.45239434;69.9562912
1160;27.44590348;71.97365952
1161;25.47718829;73.92985344
1162;23.38383001;76.03798676
1163;21.35332767;78.03025436
1164;19.48727208;79.9384861
1165;17.6373499;81.78579712
1166;15.88384187;83.52940369
1167;14.3044985;85.13673783
1168;12.78628662;86.63820267
1169;11.39694613;88.04167557
1170;10.19613561;89.23270798
1171;9.101007007;90.33743286
1172;8.088720726;91.34380341
1173;7.227822515;92.20690155
1174;6.448863414;92.99650956
1175;5.745368832;93.66072846
1176;5.140115408;94.31346131
1177;4.603287012;94.83041001
1178;4.12947198;95.28752899
1179;3.701518953;95.74443436
1180;3.33807113;96.07531738
1181;3.008240204;96.43650437
1182;2.718779616;96.7381897
1183;2.463963543;96.97034454
1184;2.231927944;97.20170593
1185;2.038593756;97.42331314
1186;1.849590635;97.63162613
1187;1.693848353;97.74023819
1188;1.540859233;97.86399842
1189;1.418820641;98.01927567
1190;1.311405255;98.15281678
1191;1.20656882;98.23062134
1192;1.123711949;98.33536148
1193;1.028119172;98.41716004
1194;0.947998015;98.48882675
1195;0.875843707;98.55252457
1196;0.830694368;98.61420441
1197;0.766223803;98.68310547
1198;0.710365346;98.70573807
1199;0.663639197;98.7812767
1200;0.612748987;98.89769745
1201;0.574115508;98.91785431
1202;0.541840948;98.97549057
1203;0.504193356;99.00133514
1204;0.485575686;99.02422333
1205;0.456790312;99.06289673
1206;0.425701825;99.10068894
1207;0.411399626;99.09305954
1208;0.386616981;99.11636353
1209;0.370908259;99.14864731
1210;0.34914359;99.18160629
1211;0.328625741;99.18692398
1212;0.313692039;99.17918015
1213;0.301218904;99.20757294
1214;0.285874365;99.21829987
1215;0.277265614;99.23866272
1216;0.266837497;99.25456619
1217;0.249572254;99.24747467
1218;0.239884344;99.27334977
1219;0.230618351;99.2529068
1220;0.21715601;99.28877258
1221;0.211282736;99.28889847
1222;0.199964242;99.310215
1223;0.19293209;99.30797577
1224;0.199078668;99.32501221
1225;0.1826237;99.3222847
1226;0.177900862;99.31744004
1227;0.181154793;99.34057999
1228;0.165913191;99.35765458
1229;0.168913398;99.32752991
