Wavelength (nm);% Transmission;% Reflectance
463;0.782744531;97.31638369
464;0.872127944;97.21138908
465;1.028377097;97.01069289
466;1.183623276;96.81835251
467;1.324927927;96.67477291
468;1.365762022;96.64344516
469;1.421059101;96.67604452
470;1.234039197;96.8152116
471;1.007400989;97.01055016
472;0.817788741;97.29088104
473;0.531105113;97.59865512
474;0.355152223;97.82570165
475;0.214938846;98.07286573
476;0.155017983;98.27625898
477;0.086521953;98.45308205
478;0.067354761;98.61860381
479;0.046984212;98.71818254
480;0.027701354;98.7410144
481;0.057188246;98.72318095
482;0.033875607;98.64029505
483;0.033199165;98.60888418
484;0.026285154;98.53276054
485;0.037585528;98.50196566
486;0.018050336;98.52917543
487;0.038604268;98.6278055
488;0.01877253;98.70456726
489;0.013465396;98.81059737
490;0.005124094;98.87009037
491;0.005854756;98.88562494
492;0.003516009;98.89955928
493;0.01701217;98.81441213
494;0.033113157;98.73853413
495;0.055199777;98.69258339
496;0.034532412;98.6632172
497;0.028040618;98.6728898
498;0.03216764;98.70896536
499;0.042698709;98.84065349
500;0.01548982;98.92507111
501;0.010674942;98.99418318
502;0.014434931;99.05554932
503;0.021296709;99.00929377
504;0.014135985;98.98110817
505;0.035777735;98.88893824
506;0.016934414;98.82251297
507;0.006228172;98.76621341
508;0.038900479;98.74934481
509;0.03823693;98.80274332
510;0.029642545;98.86056473
511;0.013377945;98.97297586
512;0.042999697;99.07764403
513;0.011806637;99.10836299
514;0.020313132;99.10538728
515;0.044501549;99.07939175
516;0.019785392;99.02154582
517;0.015515112;98.92266093
518;0.005853133;98.8573635
519;0.005762785;98.81184646
520;0.03374242;98.83133051
521;0.014845535;98.89791874
522;0.025664643;98.94680991
523;0.036344832;99.00782753
524;0.018982773;99.04404096
525;0.010745408;99.03369183
526;0.00216263;98.99448961
527;0.012615766;98.91224137
528;0.01992983;98.89270009
529;0.01782418;98.83227956
530;0.022582887;98.88094552
531;0.03922289;98.94429565
532;0.02157066;99.0097621
533;0.022497925;99.03591586
534;0.023236953;98.9833009
535;0.03436218;98.87445931
536;0.036066344;98.75312639
537;0.030508709;98.66706405
538;0.028212619;98.6679283
539;0.017892538;98.75554892
540;0.030490038;98.89497508
541;0.028104764;99.0698109
542;0.02842386;99.25849471
543;0.073085192;99.28805428
544;0.141461392;99.26045375
545;0.204030879;99.09390161
546;0.238709532;98.95953559
547;0.239406128;98.88122382
548;0.216134793;98.91998419
549;0.173317913;99.04780036
550;0.123425389;99.24724107
551;0.075652743;99.42543095
552;0.04654031;99.57752957
553;0.042087674;99.66364297
554;0.018458056;99.69020634
555;0.0274107;99.67484876
556;0.02264355;99.71363579
557;0.008493122;99.70236564
558;0.014979991;99.70346809
559;0.007931676;99.70371297
560;0.023735552;99.71484102
561;0.024643681;99.74240921
562;0.028143724;99.7673732
563;0.015623963;99.7077443
564;0.05860934;99.74368592
565;0.034909478;99.74386203
566;0.046795578;99.77601492
567;0.033406959;99.75870061
568;0.010818475;99.74822996
569;0.026092786;99.71739215
570;0.033260521;99.75818774
571;0.008281725;99.74552374
572;0.036984011;99.69472241
573;0.030505934;99.73250703
574;0.033991152;99.74019563
575;0.018142513;99.71733949
576;0.011558306;99.73181246
577;0.020586321;99.69500692
578;0.027528041;99.70534478
579;0.013790512;99.69856491
580;0.029298871;99.69539392
581;0.036713471;99.66607872
582;0.043961274;99.66081049
583;0.076498637;99.65742101
584;0.090710077;99.62620911
585;0.112278496;99.56334359
586;0.144835535;99.54749563
587;0.169321304;99.48447151
588;0.221965742;99.45849887
589;0.278833742;99.38297889
590;0.334747239;99.33585978
591;0.382296905;99.27444969
592;0.460238505;99.17512852
593;0.554003128;99.08511866
594;0.686995238;98.95538905
595;0.897127468;98.75337511
596;1.210560686;98.40906409
597;1.675832135;97.94843092
598;2.4164824;97.20020335
599;3.526209892;96.06497925
600;5.198146775;94.37705624
601;7.588290144;91.9655515
602;10.69445996;88.85082
603;14.65296357;84.85265689
604;19.27171516;80.18051446
605;24.2870751;75.16860053
606;29.41330018;70.04519046
607;34.32460977;65.17761579
608;38.68751434;60.85559556
609;42.29510422;57.29161488
610;45.02966126;54.56063124
611;47.0957039;52.55287099
612;48.67350915;51.00678046
613;50.24006964;49.49314508
614;52.17298002;47.55511268
615;55.02819072;44.77846182
616;58.87538407;40.89617171
617;66.30593218;34.02593443
618;74.52451921;25.85836943
619;80.62988494;19.32590006
620;90.46720542;9.536323505
621;91.49083626;8.546888278
622;92.50803811;7.538120142
623;93.46911959;6.667938067
624;95.35955709;4.750265499
625;96.94863258;3.583136815
626;97.36379676;3.013446361
627;97.38969472;2.772716629
628;97.46762401;2.674015452
629;97.416369;2.740481801
630;97.30763268;2.860305414
631;97.19399708;2.959761665
632;97.12154723;3.032607769
633;97.12313802;3.044234874
634;97.15253098;3.000398675
635;97.2990968;2.858943646
636;97.49098859;2.666776344
637;97.74613139;2.426833794
638;98.01791596;2.154557573
639;98.26120024;1.872633081
640;98.47833077;1.654311632
641;98.65526731;1.471043643
642;98.81189921;1.364391744
643;98.85244416;1.326984947
644;98.80898857;1.351385733
645;98.74050612;1.426105454
646;98.57450551;1.60863496
647;98.41400055;1.795659155
648;98.23517691;1.987389233
649;98.00557144;2.172472779
650;97.80633712;2.356735212
651;97.67442998;2.505950124
652;97.6062099;2.586545151
653;97.57859426;2.63681772
654;97.58896671;2.600814912
655;97.66238212;2.529667002
656;97.77516543;2.409634619
657;97.93307957;2.24937807
658;98.08968332;2.114497378
659;98.28264333;1.945132016
660;98.40353776;1.822643583
661;98.52138344;1.725567831
662;98.58187079;1.635495604
663;98.61960215;1.592149579
664;98.61996601;1.627531454
665;98.56145934;1.655471617
666;98.55447238;1.697682855
667;98.49708081;1.759540631
668;98.37678247;1.828001677
669;98.34981507;1.884016671
670;98.29622607;1.975283133
671;98.25483983;2.040000025
672;98.16550832;2.09459867
673;98.1108163;2.145293131
674;98.08573061;2.165215624
675;98.10341252;2.203663116
676;98.08760412;2.205103635
677;98.05661896;2.228407923
678;98.06412046;2.18822389
679;98.13573121;2.181339528
680;98.17450375;2.102384595
681;98.16100068;2.095028276
682;98.23708096;2.043843973
683;98.30002531;1.993491503
684;98.35815937;1.97632771
685;98.36689498;1.940116745
686;98.37816122;1.918038384
687;98.34997986;1.929304746
688;98.36068321;1.973561973
689;98.33172031;1.974004195
690;98.2801577;2.042407804
691;98.19233465;2.073084041
692;98.17388312;2.132238606
693;98.08960252;2.169893022
694;98.10194053;2.238862946
695;98.02238013;2.287612962
696;97.99328716;2.301900539
697;98.01534303;2.322582035
698;97.99123238;2.3187395
699;98.00151293;2.297820572
700;97.99019501;2.322802197
701;98.01722779;2.28854707
702;98.02844253;2.277825329
703;98.01621821;2.287894932
704;98.08891364;2.249276707
705;98.0864209;2.243251524
706;98.09995044;2.242493551
707;98.14358438;2.236065043
708;98.14883392;2.219249644
709;98.14472304;2.174464198
710;98.18951191;2.141523879
711;98.16438109;2.133900394
712;98.18983568;2.108347057
713;98.20254882;2.116929059
714;98.14934144;2.171374503
715;98.12650845;2.14554018
716;98.15363009;2.205655261
717;98.11313563;2.211055961
718;98.07553393;2.255279479
719;98.01926098;2.264866304
720;97.95139039;2.329048781
721;97.91174658;2.320519034
722;97.91971913;2.328460964
723;97.91074717;2.339913845
724;97.93050957;2.369367938
725;97.93679782;2.337328696
726;97.98743229;2.308256932
727;97.99315541;2.270468733
728;98.09000951;2.175888743
729;98.15651534;2.087995689
730;98.22468288;2.079630354
731;98.29004342;1.996432184
732;98.31832531;1.973795427
733;98.38842835;1.92022652
734;98.43753408;1.884926594
735;98.41344734;1.842265307
736;98.50409114;1.833883188
737;98.45697551;1.827485966
738;98.47925988;1.772542707
739;98.47109159;1.83620755
740;98.47942517;1.827884233
741;98.49533521;1.792437911
742;98.45870934;1.824169365
743;98.47610179;1.805177619
744;98.49746243;1.835839214
745;98.43500848;1.859400725
746;98.46589257;1.851281074
747;98.42339551;1.880448724
748;98.44282988;1.900530533
749;98.41699127;1.884586611
750;98.4061713;1.910617567
751;98.39695446;1.921342269
752;98.37201908;1.947415273
753;98.38229188;1.961638626
754;98.35937344;1.99123844
755;98.40823316;1.982515832
756;98.39271125;1.961892995
757;98.42668831;1.933177624
758;98.43416292;1.888238364
759;98.52977154;1.850982498
760;98.55771488;1.780133253
761;98.65004817;1.740669521
762;98.67214316;1.685824975
763;98.71952341;1.627483016
764;98.79719509;1.566522617
765;98.82037633;1.557640659
766;98.84092891;1.527427051
767;98.85170676;1.515459518
768;98.81777106;1.557884299
769;98.81191015;1.55765691
770;98.76513303;1.622342436
771;98.71281969;1.682900535
772;98.65831726;1.744219843
773;98.57240615;1.806831985
774;98.48009147;1.859745168
775;98.43901348;1.95209
776;98.37100744;2.013017478
777;98.33914788;2.060793657
778;98.27139807;2.110399155
779;98.27836588;2.128949817
780;98.2303557;2.170790002
781;98.23023389;2.175796738
782;98.25358534;2.164480226
783;98.23192296;2.179333962
784;98.25451568;2.141365879
785;98.30423294;2.10019442
786;98.33131549;2.109697436
787;98.32083991;2.06884348
788;98.33865856;2.096674237
789;98.35339019;2.049977602
790;98.32914812;2.021063653
791;98.3575868;2.065437984
792;98.34422756;2.082257856
793;98.31754477;2.081786852
794;98.27640858;2.127477038
795;98.26774122;2.157839308
796;98.19911326;2.228447366
797;98.13858989;2.275210847
798;98.04132119;2.373384527
799;97.98320037;2.413354086
800;97.88499552;2.54553007
801;97.77399811;2.611271028
802;97.62836033;2.749788282
803;97.51974647;2.891313277
804;97.36664344;3.047342174
805;97.22380107;3.226570424
806;97.03974915;3.341689719
807;96.88350463;3.528712255
808;96.7269568;3.716438532
809;96.5365204;3.889758033
810;96.38770458;4.015706006
811;96.23708534;4.154015882
812;96.12897616;4.274942905
813;96.0185959;4.364655888
814;95.96166658;4.440761026
815;95.92979232;4.478440796
816;95.87078069;4.525772838
817;95.90066346;4.504284293
818;95.8609998;4.516440574
819;95.90260356;4.523307247
820;95.86310822;4.538177366
821;95.83816967;4.58697212
822;95.75641254;4.635960243
823;95.63896625;4.768045402
824;95.46485789;4.964196077
825;95.20470231;5.203453654
826;94.84161737;5.538855272
827;94.44277535;5.971055695
828;93.90942388;6.481139301
829;93.28948336;7.100572445
830;92.60570195;7.760646867
831;91.85376894;8.519061243
832;91.04758329;9.318127914
833;90.22178618;10.15286553
834;89.3747441;10.96933166
835;88.49731405;11.80907934
836;87.70914919;12.64679243
837;86.95872659;13.36692835
838;86.23792639;14.05675775
839;85.63403078;14.68401803
840;85.08478383;15.20336039
841;84.65638845;15.61420224
842;84.36453861;15.93807514
843;84.17424195;16.13175311
844;84.08063136;16.19542331
845;84.10280039;16.16616928
846;84.23846745;16.03986289
847;84.49270935;15.79371453
848;84.83231623;15.47380038
849;85.23765828;15.03276055
850;85.72018853;14.57781712
851;86.26910504;14.02948233
852;86.83958433;13.47889716
853;87.42458767;12.88141143
854;88.04520405;12.27693278
855;88.63432028;11.70122398
856;89.18051225;11.15885331
857;89.67272975;10.64540198
858;90.11981327;10.207896
859;90.49153429;9.847479023
860;90.76090135;9.541777995
861;90.98311536;9.352792985
862;91.08672122;9.235699377
863;91.10508838;9.223716494
864;91.02725682;9.298854891
865;90.85878475;9.44411369
866;90.61694286;9.687457059
867;90.31159357;9.997471576
868;89.94805698;10.35400069
869;89.5550635;10.76306442
870;89.0977516;11.21437023
871;88.60864958;11.69366651
872;88.08133808;12.19501881
873;87.55692313;12.72568514
874;87.03091135;13.25095111
875;86.51465701;13.75784682
876;85.97566699;14.30070677
877;85.4664926;14.81361148
878;84.96227741;15.31034641
879;84.45383978;15.80718869
880;83.98367721;16.27761618
881;83.54748035;16.71161743
882;83.10842915;17.12874501
883;82.69894899;17.53309124
884;82.36556339;17.87499428
885;82.04744655;18.2017348
886;81.75165112;18.48639505
887;81.52973362;18.71927329
888;81.3281607;18.91120091
889;81.19439343;19.05347079
890;81.0938909;19.14581331
891;81.04618392;19.18048213
892;81.06308603;19.17195656
893;81.12874694;19.11002894
894;81.24676136;19.00098722
895;81.4059961;18.84591785
896;81.5905983;18.64561165
897;81.82770206;18.4116393
898;82.11130535;18.15207224
899;82.39667199;17.8569526
900;82.69784826;17.56258759
901;83.00208026;17.25555545
902;83.32040405;16.95416632
903;83.58964935;16.6755239
904;83.86176281;16.41187311
905;84.08801418;16.17652568
906;84.28306116;15.99525916
907;84.4334324;15.8542627
908;84.51329209;15.76308101
909;84.535421;15.73097841
910;84.51552699;15.75799985
911;84.44209638;15.84363909
912;84.29001776;15.98240824
913;84.09953637;16.16674003
914;83.85361757;16.41370304
915;83.57361709;16.69533581
916;83.26479246;17.00885768
917;82.90169852;17.36583506
918;82.53913415;17.73943651
919;82.15333622;18.11245748
920;81.74914858;18.51350656
921;81.33310657;18.92414417
922;80.93944621;19.32427858
923;80.5087277;19.74393691
924;80.08751452;20.16136206
925;79.6910858;20.56027446
926;79.28058592;20.9796008
927;78.83895735;21.3964508
928;78.42231869;21.80964292
929;78.00886785;22.2445463
930;77.55085285;22.69492872
931;77.09782378;23.1327548
932;76.63189259;23.58349295
933;76.1508866;24.07474062
934;75.67062874;24.55581013
935;75.17178474;25.0535583
936;74.62476891;25.56854188
937;74.10250652;26.0847955
938;73.60844608;26.57820717
939;73.10724419;27.07873954
940;72.60984876;27.57318676
941;72.16118004;28.01477343
942;71.69980947;28.45563407
943;71.31071885;28.8570805
944;70.98427548;29.18874676
945;70.7017709;29.47892519
946;70.46283622;29.69725215
947;70.3361861;29.83972108
948;70.27754848;29.91363008
949;70.30008285;29.88960368
950;70.39498911;29.78808837
951;70.59147168;29.59419312
952;70.89776611;29.3072228
953;71.26343536;28.94956633
954;71.70886769;28.49834516
955;72.24014265;27.9857347
956;72.80435299;27.4170947
957;73.41060348;26.83577499
958;74.01800022;26.21686612
959;74.64870314;25.60861355
960;75.19279444;25.05996807
961;75.71699228;24.54999941
962;76.12361739;24.13322203
963;76.40838095;23.85595599
964;76.54143788;23.70705704
965;76.53904674;23.72501052
966;76.35099949;23.91380003
967;75.97127277;24.28204267
968;75.38331866;24.85264896
969;74.64318909;25.57704538
970;73.74513869;26.48078608
971;72.65353957;27.57092736
972;71.45961321;28.75072995
973;70.12639375;30.08498496
974;68.67647474;31.51575404
975;67.18219813;33.00892611
976;65.67674438;34.50069965
977;64.12184523;36.06060868
978;62.54497032;37.62207553
979;61.06114967;39.11515781
980;59.53283762;40.63147563
981;58.0779153;42.08859268
982;56.73737179;43.41726175
983;55.437992;44.70419946
984;54.21902442;45.93144589
985;53.11906611;47.02127319
986;52.0871745;48.04095439
987;51.1516666;48.98000399
988;50.36758346;49.76790576
989;49.67236388;50.4653798
990;49.07744848;51.05837193
991;48.60973237;51.51683094
992;48.25732639;51.87846981
993;48.01733024;52.12207299
994;47.91306815;52.23007028
995;47.91784453;52.22934235
996;48.05135153;52.092515
997;48.3172729;51.83220609
998;48.70588287;51.45491696
999;49.23967426;50.93293049
1000;49.90878832;50.2683861
1001;50.65321524;49.52730182
1002;51.56338118;48.63570993
1003;52.56450036;47.62860532
1004;53.62736424;46.58402715
1005;54.79702257;45.42468006
1006;56.00789012;44.2191895
1007;57.16604979;43.06330009
1008;58.31095693;41.93859955
1009;59.399839;40.85263081
1010;60.31855896;39.94644512
1011;61.10579953;39.15010782
1012;61.72322564;38.53978934
1013;62.11316982;38.14975027
1014;62.28555871;37.97315635
1015;62.22732924;38.01907159
1016;61.95124384;38.28792135
1017;61.48846125;38.7434438
1018;60.81114205;39.40142787
1019;59.99059301;40.22460754
1020;59.08620856;41.11575254
1021;58.06231811;42.13040322
1022;57.00397263;43.19061762
1023;55.96640221;44.20693739
1024;54.89343027;45.26816961
1025;53.86264158;46.29537986
1026;52.93272492;47.21878193
1027;52.0397575;48.11630394
1028;51.16822721;48.97336067
1029;50.39022245;49.75389096
1030;49.60220307;50.52440948
1031;48.80685397;51.3195359
1032;48.03120169;52.10749444
1033;47.21295465;52.91787201
1034;46.30031358;53.82746591
1035;45.31881108;54.81276077
1036;44.25420899;55.88407505
1037;43.02120531;57.10314118
1038;41.68314502;58.44894151
1039;40.26432336;59.85941399
1040;38.67894279;61.45454734
1041;36.98220449;63.13747043
1042;35.23812247;64.90253897
1043;33.36897397;66.76660346
1044;31.4157645;68.70113508
1045;29.54070144;70.58820323
1046;27.61111479;72.51011841
1047;25.65570508;74.45156347
1048;23.88379973;76.2348756
1049;22.08787535;78.0167706
1050;20.15701503;79.52347285
1051;18.65453477;81.00549576
1052;17.23932101;82.42702502
1053;15.87675725;83.7662372
1054;14.62281968;85.01725606
1055;13.47532811;86.15109848
1056;12.37585835;87.25613263
1057;11.37852791;88.24644034
1058;10.51000356;89.13435151
1059;9.669357405;89.93824614
1060;8.925487754;90.68438507
1061;8.247858462;91.35982837
1062;7.6194421;91.99118261
1063;7.050088564;92.54763558
1064;6.556231813;93.03810474
1065;6.090510785;93.50761932
1066;5.666040673;93.93505774
1067;5.302895206;94.30157563
1068;4.951717033;94.65991871
1069;4.637719686;94.96791553
1070;4.356623023;95.26882065
1071;4.098764911;95.5415908
1072;3.864773949;95.74237571
1073;3.650184307;95.94636139
1074;3.455450642;96.1397489
1075;3.276452889;96.32608076
1076;3.117514668;96.48340058
1077;2.973713512;96.64101982
1078;2.830741077;96.73174748
1079;2.710138784;96.92090844
1080;2.593750832;96.99190741
1081;2.485491713;97.13523872
1082;2.388290402;97.23730119
1083;2.303290728;97.31946831
1084;2.215857434;97.40407042
1085;2.137907349;97.48581867
1086;2.069680769;97.56126674
1087;2.003195163;97.59541988
1088;1.942845306;97.6653323
1089;1.886459288;97.75552578
1090;1.835236172;97.78213419
1091;1.782462635;97.86650443
1092;1.737794353;97.92653204
1093;1.696993385;97.95053762
1094;1.652831573;98.00251294
1095;1.608737246;98.04464942
1096;1.582331988;98.09339279
1097;1.547057617;98.11659737
1098;1.512385481;98.16054389
1099;1.483109367;98.18405676
1100;1.45004427;98.17776885
1101;1.432929891;98.28107842
1102;1.400997812;98.24284276
1103;1.384358568;98.33469931
1104;1.359374639;98.29272986
1105;1.340173936;98.40862363
1106;1.315035978;98.34454169
1107;1.296795199;98.43194274
1108;1.281914281;98.37271188
1109;1.264154628;98.48728255
1110;1.248560298;98.43561385
1111;1.234231736;98.43449639
1112;1.217175159;98.52808212
1113;1.203497484;98.55115567
1114;1.191811206;98.46536572
1115;1.176881027;98.54669277
1116;1.163598376;98.56182227
1117;1.156923408;98.5995842
1118;1.144448776;98.5307868
1119;1.137057296;98.64150856
1120;1.125597424;98.64093471
1121;1.115869028;98.56037595
1122;1.1115759;98.66241942
1123;1.099716917;98.65559214
1124;1.097167038;98.6523044
1125;1.081145476;98.66876544
1126;1.082369755;98.63240355
1127;1.07209153;98.70892898
1128;1.064094581;98.71358096
1129;1.064131006;98.66234715
1130;1.060611582;98.75034766
1131;1.053248884;98.72253174
1132;1.051114536;98.6730675
1133;1.046749168;98.71997608
1134;1.046628782;98.80667851
1135;1.044754009;98.64770723
1136;1.050308442;98.71896141
1137;1.049824445;98.77970696
1138;1.047731773;98.69574194
1139;1.051719192;98.7400679
1140;1.047961328;98.74726281
1141;1.060670417;98.74661775
1142;1.059538181;98.75670545
1143;1.065428447;98.73597005
1144;1.070129979;98.73357815
1145;1.080097795;98.74874395
1146;1.082608062;98.73624783
1147;1.090364399;98.68934395
1148;1.106525607;98.73286896
1149;1.115995935;98.7066157
1150;1.129466756;98.67542019
1151;1.142221335;98.72779457
1152;1.156808175;98.6684681
1153;1.176395874;98.62844112
1154;1.197230718;98.69829593
1155;1.211255438;98.64029663
1156;1.229029409;98.56604938
1157;1.25458897;98.62340888
1158;1.280024047;98.62045693
1159;1.311798019;98.47660615
1160;1.332765883;98.53791585
1161;1.363629742;98.51365549
1162;1.394785938;98.46192312
1163;1.428644449;98.41974987
1164;1.470106492;98.43292941
1165;1.506451421;98.35667502
1166;1.546797932;98.33095844
1167;1.594450902;98.28075094
1168;1.640879144;98.24991738
1169;1.691266611;98.18872257
1170;1.750887699;98.14121504
1171;1.80455537;98.04250167
1172;1.865558635;98.09747494
1173;1.938028709;97.92742681
1174;2.001758706;97.89839411
1175;2.080135209;97.81670344
1176;2.161840244;97.77011529
1177;2.248276753;97.66009648
1178;2.334630759;97.54770991
1179;2.435218458;97.47511314
1180;2.539334089;97.37518062
1181;2.649285294;97.27811526
1182;2.766459702;97.13808799
1183;2.896350718;97.05424753
1184;3.022450087;96.91508478
1185;3.169711157;96.75528286
1186;3.32208017;96.59623746
1187;3.485172295;96.44671122
1188;3.656426363;96.27764072
1189;3.838957482;96.1062327
1190;4.042220606;95.96646372
1191;4.235320775;95.64547653
1192;4.474931795;95.46861523
1193;4.701571365;95.25761275
1194;4.952350114;94.99760944
1195;5.228645215;94.73169315
1196;5.52575426;94.43705294
1197;5.819587109;94.13196468
1198;6.141746498;93.84611745
1199;6.488364222;93.48637164
1200;6.84855483;93.18613341
1201;7.244439769;92.81317501
1202;7.674655428;92.39187648
1203;8.09758181;91.96062018
1204;8.569255706;91.47598537
1205;9.068318691;90.99933914
1206;9.59867155;90.46699145
1207;10.15959;89.94899731
1208;10.76390622;89.31008555
1209;11.37781867;88.68330063
1210;12.03375555;88.02335214
1211;12.74794454;87.35881845
1212;13.48509214;86.641114
1213;14.2648302;85.82102662
1214;15.09145053;84.99774768
1215;15.95441281;84.11591762
1216;16.84405358;83.23905309
1217;17.79457599;82.33646043
1218;18.80907406;81.335035
1219;19.79576233;80.34625848
1220;20.89521656;79.24056341
1221;22.01563464;78.13076618
1222;23.10333706;77.03870699
1223;24.28324173;75.82679933
1224;25.46707779;74.66518547
1225;26.66283748;73.44312634
1226;27.89085166;72.26442762
1227;29.15879776;71.03369811
1228;30.36075661;69.8279303
1229;31.58179737;68.64362161
1230;32.76490912;67.39055727
